
199	218	307	307	128	837	874	911	812	428	493	993
347	149	623	639	640	670	22	89	352	936	110	395
609	761	836	942	872	219	182	663	584	116	165	554
637	262	742	975	841	521	8	354	472	718	516	527
304	373	977	237	321	760	888	235	146	504	917	288
249	342	426	41	442	783	653	949	900	659	952	316
798	363	120	245	597	129	464	727	610	616	586	807
801	725	672	893	745	119	238	952	213	486	532	889
517	303	790	644	266	768	877	816	634	377	524	604
784	887	794	546	600	828	48	76	744	615	834	967
616	359	468	545	902	406	529	689	42	286	309	652
610	207	736	529	522	6	978	416	832	739	569	45
679	612	154	802	744	546	190	466	658	497	725	945
869	589	823	621	643	533	161	852	235	431	922	992
980	803	643	353	592	263	363	253	821	96	696	958
73	526	418	415	792	696	280	602	284	840	253	815
611	94	620	764	29	847	822	133	332	578	88	701
900	219	204	471	852	51	86	42	736	965	770	940
210	834	711	802	457	202	842	779	518	314	476	330
24	851	364	128	641	246	323	425	57	147	615	116
194	965	727	773	205	938	852	299	304	342	846	516
616	557	793	56	645	412	813	368	246	724	833	571
462	864	945	126	595	535	702	950	935	233	614	93
117	102	871	640	584	209	935	422	935	753	361	815
280	664	100	572	469	372	437	859	517	701	282	882
475	463	722	337	693	557	607	592	424	570	580	389
998	785	973	405	569	227	894	515	716	884	688	843
430	918	170	670	300	409	272	843	635	832	449	985
376	410	149	933	215	929	217	263	349	904	450	718
65	482	111	988	428	266	892	266	42	74	780	353
934	120	561	726	271	957	969	541	756	679	859	981
433	454	749	934	761	60	262	882	337	857	583	285
964	523	154	875	959	27	255	265	479	546	215	286
804	160	25	149	545	34	526	804	674	740	16	611
229	449	504	923	982	321	687	226	838	617	934	391
296	597	390	775	570	433	304	940	821	408	512	117
184	648	407	669	674	551	910	25	668	708	768	815
104	178	369	250	911	603	993	183	65	82	599	923
40	179	326	873	525	36	373	221	932	971	984	141
509	251	37	132	334	848	231	717	200	264	301	646
493	812	167	321	996	157	904	529	812	264	694	845
187	764	363	699	481	862	609	696	101	98	229	185
248	221	230	789	530	599	352	620	761	53	374	504
32	436	317	682	940	303	144	208	302	291	759	847
844	818	505	467	392	452	7	6	526	366	889	584
547	896	487	841	815	526	636	83	453	934	690	138
578	767	46	113	844	6	36	546	315	691	494	967
899	268	951	455	820	501	754	483	589	675	362	894
592	497	762	622	811	620	363	736	130	178	7	719
303	920	76	808	734	907	132	108	325	627	983	80
790	444	950	772	514	316	155	97	83	924	800	726
122	658	364	116	912	87	484	624	661	443	528	309
799	837	835	829	330	781	577	707	819	678	940	352
368	405	595	177	827	123	161	101	355	212	864	907
695	888	174	235	386	463	383	389	62	444	904	460
32	309	750	648	875	553	360	609	665	560	228	354
616	779	364	299	748	102	390	784	768	45	867	981
673	837	936	511	46	396	870	785	710	689	986	176
427	754	907	468	74	795	422	308	267	397	266	752
517	83	754	511	149	26	874	558	768	17	861	913
856	285	134	488	655	123	463	158	385	489	165	921
674	486	74	711	468	116	97	279	954	849	729	813
680	28	362	938	966	892	716	696	771	892	877	293
410	66	310	430	269	2	691	37	80	892	540	8
90	316	263	960	314	610	897	714	773	234	379	289
803	729	694	208	544	535	640	248	962	881	717	797
648	103	941	287	518	977	843	168	347	315	476	982
104	816	238	980	263	920	505	151	904	831	932	83
313	429	575	41	733	385	958	315	320	251	904	972
227	194	849	881	151	610	198	824	882	863	384	63
383	812	276	742	6	886	788	675	613	575	178	727
991	474	918	552	207	199	430	84	217	882	396	255
353	191	173	260	842	927	685	7	317	628	57	778
352	625	322	224	713	283	313	649	858	703	548	145
201	607	574	983	865	840	35	280	613	654	916	752
658	714	120	797	810	704	407	683	32	509	490	540
325	752	672	660	517	169	663	970	158	529	285	921
467	363	428	304	884	268	491	4	724	985	953	850
770	63	264	874	496	156	15	456	989	998	483	821
551	945	78	702	834	590	798	36	691	321	851	830
342	686	202	810	263	778	215	795	371	769	585	458
705	536	845	540	977	550	904	484	51	980	184	890
888	372	894	890	956	784	80	777	60	308	316	262
672	521	279	80	492	56	865	356	246	735	745	31
530	187	841	452	873	250	439	533	875	961	389	370
775	908	753	648	350	8	68	92	165	138	423	811
57	763	751	636	569	89	440	499	48	517	475	829
441	248	405	894	343	483	838	629	785	10	881	863
607	146	942	688	672	38	749	599	968	373	129	410
386	347	576	356	633	725	674	169	351	281	313	793
932	211	163	535	357	11	767	344	468	802	744	715
284	365	209	797	194	570	311	866	622	763	167	298
414	11	835	945	378	600	472	897	27	600	731	896
207	675	943	754	964	238	127	275	441	814	173	248
210	829	164	25	453	759	840	513	966	214	341	868
885	808	700	542	900	73	648	198	257	799	140	451
107	653	448	910	655	545	855	842	809	759	864	951
