607	778	710	896	719	675	896	434	777	705	870	305
810	455	467	440	348	285	337	739	360	794	679	575
450	873	209	709	621	588	668	47	753	140	711	146
888	353	239	652	514	139	734	785	554	147	449	653
638	411	911	65	25	757	978	527	124	470	805	426
394	595	560	86	57	432	838	384	961	987	519	162
440	838	900	955	31	432	724	886	932	683	155	161
988	873	955	965	509	263	917	880	968	500	436	338
189	496	880	431	107	489	83	169	916	894	93	413
639	780	836	658	746	494	702	669	823	655	108	89
870	689	984	122	507	143	786	941	651	841	414	97
648	304	146	530	286	777	684	570	613	342	918	49
768	859	140	962	146	477	18	285	555	88	378	267
818	109	397	868	757	952	441	354	39	611	997	568
787	272	307	509	336	212	989	226	871	826	197	845
262	843	360	381	11	921	85	716	179	757	712	582
279	391	557	983	803	166	190	379	360	779	49	872
94	111	68	811	793	168	877	137	672	571	958	98
575	655	324	282	299	581	872	706	769	964	26	910
462	988	858	352	521	745	122	585	161	444	789	262
337	599	842	100	922	709	296	77	523	9	852	561
147	658	460	129	239	22	132	603	322	171	464	114
454	48	826	768	302	195	487	891	788	413	928	704
447	37	112	287	51	377	899	960	851	834	504	615
793	650	310	528	289	315	209	844	595	587	500	429
843	490	581	27	541	740	267	378	9	531	273	801
168	696	113	971	25	936	741	983	439	235	721	595
707	235	758	608	808	997	476	126	524	222	567	354
180	963	487	183	792	404	49	57	868	52	303	292
857	633	245	931	970	476	977	924	97	540	594	608
550	25	664	469	735	337	798	96	566	28	975	661
330	989	380	515	421	481	140	987	601	639	982	222
976	121	996	127	716	366	974	23	93	163	853	538
55	56	697	64	392	879	429	358	122	753	890	151
561	284	581	653	665	913	456	974	464	394	827	148
427	344	158	948	20	112	375	390	181	618	524	441
788	127	858	868	231	232	727	631	879	302	542	96
542	289	866	210	370	114	872	770	296	132	529	520
412	714	256	795	315	856	550	909	729	666	245	531
818	134	175	655	350	848	390	284	433	580	764	661
710	331	687	685	926	452	247	45	61	704	917	256
446	256	460	361	622	594	321	673	457	253	870	886
280	243	190	361	121	55	943	883	991	434	7	549
219	368	333	630	827	143	285	718	618	469	56	213
585	348	24	297	451	538	534	361	750	905	167	179
607	515	752	995	269	513	370	608	750	901	516	115
942	186	338	847	419	367	792	627	112	909	451	761
550	586	726	477	32	569	289	846	664	537	790	266
416	536	110	824	594	737	861	633	366	985	195	846
72	743	983	129	986	544	238	940	957	259	77	555
554	327	467	488	564	608	253	140	712	105	189	527
488	595	437	478	177	979	808	833	849	26	165	959
33	539	395	70	602	566	17	834	382	992	316	441
693	833	280	387	255	709	785	914	256	423	67	198
146	212	770	580	522	379	271	434	58	806	768	660
943	404	699	791	85	686	130	236	171	74	897	126
710	490	671	939	359	871	972	526	733	404	991	740
966	228	115	778	96	841	350	511	339	359	293	546
513	647	203	791	867	143	367	415	926	91	819	696
98	911	86	208	295	435	90	946	660	93	753	559
379	247	807	528	818	632	342	905	26	45	146	459
176	481	702	388	605	108	240	316	147	746	928	301
359	179	981	972	200	155	424	235	921	490	773	12
425	959	752	210	194	660	425	442	803	305	495	584
897	787	221	972	743	330	658	47	819	323	499	140
678	3	92	481	697	297	983	678	862	965	89	364
522	602	609	613	729	766	149	277	731	312	988	965
771	621	358	458	722	392	2	495	97	130	141	73
922	135	624	80	573	532	910	971	817	145	320	631
470	211	735	511	588	695	261	887	794	895	840	622
526	140	424	843	238	809	280	160	517	159	685	885
904	429	142	746	780	418	352	24	933	290	752	463
577	912	494	84	579	82	968	639	900	170	637	71
693	494	842	721	190	60	470	745	246	82	343	474
460	644	791	663	126	178	746	828	300	553	423	311
289	590	516	501	998	165	214	46	664	246	761	252
662	334	692	113	110	228	232	69	776	636	709	928
215	751	930	786	689	243	203	386	706	443	119	381
293	834	986	303	675	224	112	389	84	466	423	659
656	578	970	687	622	585	581	418	355	826	865	327
218	920	301	513	78	241	103	462	610	285	204	691
568	343	942	233	963	557	184	715	577	507	120	188
629	642	383	199	564	597	489	156	872	745	747	63
453	615	289	120	555	561	86	938	714	754	923	274
796	147	735	654	976	759	419	728	429	979	656	492
555	864	262	322	310	727	752	330	319	313	796	64
275	636	526	286	658	947	49	5	214	930	352	618
673	48	279	857	576	391	239	525	77	144	211	168
779	335	18	285	377	325	978	346	845	335	906	399
148	938	371	986	283	193	330	211	530	682	156	209
647	177	640	784	552	399	187	64	705	381	975	68
20	790	643	363	648	931	952	819	37	196	146	927
55	69	232	594	666	580	87	18	811	918	455	186
555	187	551	88	611	276	304	261	884	772	166	694
618	97	412	633	677	380	747	124	219	219	5	875
730	318	807	712	926	421	160	989	274	695	921	693
565	780	776	925	675	578	520	357	629	361	693	571
646	295	160	705	408	250	585	178	820	140	430	271
725	378	924	303	532	974	375	219	26	788	633	952
477	146	390	894	454	456	964	844	846	628	895	928
22	881	712	149	494	296	89	53	927	774	917	255
784	544	360	702	287	597	313	280	552	690	241	583
118	912	129	653	214	890	480	142	912	376	342	77
561	111	315	219	192	551	984	173	610	312	809	985
312	757	515	208	333	68	112	845	385	646	807	760
32	388	225	948	588	444	917	939	184	905	807	269
876	308	600	530	801	868	458	442	857	683	978	863
891	538	894	686	346	968	776	684	837	5	135	850
364	709	619	329	595	906	330	251	890	588	594	47
865	470	488	975	754	918	937	18	976	208	521	138
778	599	938	125	447	125	263	848	893	392	971	829
319	129	706	382	124	612	633	279	637	597	425	202
562	732	644	32	888	975	989	429	485	656	817	427
424	188	372	624	317	586	912	118	782	925	15	664
519	711	797	162	639	954	795	338	934	495	78	336
286	682	946	733	523	404	131	268	373	861	510	812
515	544	195	311	215	673	495	245	342	397	877	198
667	278	130	646	256	111	360	698	385	764	15	174
504	486	748	958	879	662	387	475	996	16	213	431
49	370	120	619	195	329	560	684	419	902	896	36
434	787	756	802	156	392	190	783	539	177	334	27
899	653	117	909	562	443	934	158	372	9	189	455
251	43	184	725	71	506	207	918	400	547	226	470
503	888	922	97	284	157	298	231	343	628	307	679
7	389	690	621	598	853	698	468	653	436	481	284
825	600	541	683	802	135	71	877	85	976	359	974
471	996	168	336	650	875	963	147	870	421	871	546
62	149	117	454	72	83	565	669	604	264	154	959
362	863	428	947	261	609	237	981	707	138	644	255
918	949	632	363	402	277	94	329	830	993	213	441
792	605	70	493	55	906	777	767	670	521	773	551
720	149	789	504	161	52	755	281	961	559	143	506
903	852	611	370	284	263	980	172	529	651	644	15
927	958	21	31	95	348	507	753	444	736	646	133
799	788	932	806	952	594	460	105	566	458	907	64
914	300	667	644	749	468	78	628	913	867	202	668
147	199	695	379	3	694	168	297	236	519	143	275
939	717	780	392	242	631	624	278	481	508	643	134
994	190	536	763	661	94	681	970	281	853	621	65
250	505	832	276	488	408	197	756	601	884	679	697
127	292	280	907	878	924	858	763	710	889	157	365
587	434	105	319	312	3	282	457	551	639	546	241
504	861	844	453	236	864	405	821	210	737	429	377
460	153	491	849	617	892	608	444	596	933	61	375
714	97	364	11	500	716	545	626	407	754	884	689
961	409	376	470	771	576	297	469	165	794	801	776
301	200	632	529	984	573	863	165	488	683	979	693
10	719	239	489	683	882	332	913	107	377	811	829
807	45	172	853	68	247	141	570	998	839	646	36
994	121	848	833	729	408	961	906	977	438	505	320
65	732	280	658	102	64	367	22	139	999	875	75
424	119	221	853	990	293	702	681	813	557	350	784
596	741	528	244	574	208	699	88	961	953	526	443
452	689	110	410	455	116	646	907	398	554	502	330
319	40	637	367	552	774	168	263	881	958	446	822
879	992	374	615	830	595	882	762	949	296	756	378
747	284	315	810	908	804	584	24	207	763	314	599
289	90	880	186	676	61	763	844	121	422	8	822
886	134	986	559	388	696	388	810	139	559	553	546
370	798	21	594	164	705	200	786	438	816	434	203
690	452	833	297	970	872	895	552	182	241	93	527
69	982	541	575	777	101	739	787	502	150	873	70
716	755	242	289	570	910	223	301	732	906	929	978
220	663	429	102	124	436	476	528	400	625	506	992
241	933	966	103	974	735	712	743	267	345	304	833
30	236	938	243	801	101	464	757	922	160	387	156
126	937	781	312	857	893	143	823	915	133	848	355
742	988	796	96	661	851	741	107	326	593	644	87
374	772	77	122	223	234	389	61	69	199	832	342
642	27	535	382	784	890	858	65	163	52	568	763
368	979	901	666	785	343	64	277	520	322	139	629
508	122	42	520	938	797	567	348	300	825	70	588
628	909	606	233	912	214	985	117	3	472	169	27
105	39	496	301	11	262	608	487	428	592	482	450
881	106	563	587	117	988	631	471	966	974	765	202
656	424	245	448	77	872	968	673	606	133	45	882
108	785	785	587	975	526	652	657	652	856	301	337
79	56	88	500	96	81	976	909	64	528	521	504
6	938	503	300	316	921	527	54	155	549	167	968
816	584	502	491	749	424	88	761	92	898	601	205
329	14	654	24	578	612	102	276	331	151	310	951
980	529	368	146	158	469	984	299	493	180	81	423
361	565	325	481	8	418	935	811	836	600	399	149
